i - 330.jpeg	iconography	['Painting', 'Art', 'Portrait', 'Modern art']
634.jpg	iconography	['Art', 'Painting', 'Visual arts', 'Modern art', 'Illustration']
352.jpg	iconography	['Art', 'Picture frame', 'Painting', 'Stock photography', 'Visual arts', 'Illustration']
i - 841.jpeg	iconography	['Art', 'Facial hair', 'Portrait', 'Beard', 'Painting', 'Turban', 'Square']
6.jpg	iconography	['Painting', 'Art', 'Picture frame', 'Visual arts', 'Religious item', 'Icon']
281.jpg	iconography	['Art', 'Prophet', 'Icon', 'Painting', 'High priest']
625.jpg	iconography	['Painting', 'Art', 'Miniature', 'Icon', 'Picture frame', 'Prophet', 'Visual arts', 'History', 'Illustration', 'Middle ages']
i - 1051.jpeg	iconography	['Painting', 'Art', 'Modern art', 'Visual arts', 'Acrylic paint', 'Still life', 'Picture frame', 'Illustration']
i - 1144.jpeg	iconography	['Art', 'History', 'Miniature', 'Painting', 'Middle ages', 'Icon']
i - 1385.jpeg	iconography	['Holy places', 'Painting', 'Art', 'Picture frame', 'Icon', 'Prophet', 'Religious item', 'History', 'Miniature']
206.jpg	iconography	['Art', 'Painting', 'Prophet']
i - 608.jpeg	iconography	['Picture frame', 'Art']
i - 911.jpeg	iconography	['Furniture', 'Antique', 'Art', 'Carving', 'Cupboard']
i - 1089.jpeg	iconography	['Picture frame', 'Relief', 'Antique', 'Metal', 'Bronze', 'Art']
i - 1253.jpeg	iconography	['Painting', 'Art', 'Miniature', 'Icon', 'Prophet']
i - 351.jpeg	iconography	['Art', 'Still life', 'History']
i - 642.jpeg	iconography	['Painting', 'Art', 'Modern art', 'Picture frame', 'Visual arts', 'Portrait']
i - 832.jpeg	iconography	['Antique', 'Art', 'Metal']
250.jpg	iconography	['Religious item', 'Crucifix', 'Cross', 'Holy places', 'Artifact', 'Symbol', 'Stock photography', 'Art', 'Stone carving', 'Statue']
i - 1173.jpeg	iconography	['Picture frame', 'Antique', 'Rectangle', 'Carving', 'Art', 'Still life', 'Home accessories', 'Metal']
171.jpg	iconography	['Icon', 'Prophet', 'Art', 'Painting', 'Illustration']
i - 373.jpeg	iconography	['Picture frame', 'Painting', 'Art', 'Icon']
664.jpg	iconography	['Picture frame', 'Icon', 'Religious item', 'Art']
591.jpeg	iconography	['Painting', 'Art', 'Picture frame', 'Poster', 'Icon', 'Miniature', 'History', 'Illustration', 'Prophet']
i - 1550.jpeg	iconography	['Relief', 'Carving', 'Art', 'Stone carving', 'Wood', 'Sculpture', 'Metal']
i - 985.jpeg	iconography	['Collection', 'Art', 'Visual arts', 'Portrait', 'Painting']
i - 621.jpeg	iconography	['Art', 'Picture frame', 'Stone carving', 'Tapestry', 'Carving', 'Relief']
238.jpg	iconography	['Holy places', 'Art', 'Painting', 'Miniature', 'Picture frame', 'Prophet', 'Religious item', 'Visual arts', 'History', 'Icon']
76.jpg	iconography	['Art', 'Painting', 'Prophet', 'Icon', 'Miniature']
i - 1432.jpeg	iconography	['Painting', 'Art', 'Religious item', 'Visual arts', 'Icon', 'Modern art', 'Prophet', 'Miniature', 'Tapestry']
385.jpg	iconography	['Art', 'Icon', 'Poster', 'Miniature', 'Religious item', 'Painting', 'Prophet', 'History']
467.jpg	iconography	['Painting', 'Angel', 'Art', 'Fictional character', 'Illustration', 'Icon', 'Supernatural creature']
i - 147.jpeg	iconography	['Art', 'Holy places', 'Painting', 'History', 'Tapestry', 'Middle ages', 'Visual arts', 'Textile', 'Prophet', 'Miniature']
148.jpg	iconography	['Art', 'Painting', 'Prophet']
i - 920.jpeg	iconography	['Painting', 'Art', 'Picture frame', 'Icon', 'Still life', 'Visual arts', 'Modern art', 'Tapestry']
488.jpg	iconography	['Painting', 'Art', 'Icon', 'Picture frame', 'Visual arts', 'Prophet', 'Illustration', 'Modern art']
i - 1127.jpeg	iconography	['Painting', 'Art', 'Icon', 'Picture frame']
i - 738.jpeg	iconography	['Picture frame', 'Art', 'Painting', 'Icon', 'Illustration', 'Portrait']
i - 1566.jpeg	iconography	['Picture frame', 'Antique', 'Shrine', 'Glass', 'Arch', 'Relief', 'Place of worship', 'Art']
i - 416.jpeg	iconography	['Art', 'Prophet', 'Icon', 'History', 'Miniature', 'Mosaic']
669.jpg	iconography	['Painting', 'Picture frame', 'Art', 'Prophet']
168.jpg	iconography	['Art', 'Painting', 'Visual arts', 'Prophet', 'Modern art', 'Illustration', 'Icon']
502.jpg	iconography	['Prophet', 'Blessing', 'Art', 'Painting', 'High priest']
i - 267.jpeg	iconography	['Art', 'Painting', 'Portrait', 'Illustration']
621.jpg	iconography	['Holy places', 'Religious item', 'Art', 'Painting', 'Prophet', 'Middle ages', 'High priest', 'History', 'Visual arts', 'Icon']
i - 151.jpeg	iconography	['Metal', 'Brass', 'Bronze', 'Gold', 'Antique', 'History']
663.jpg	iconography	['Art', 'History', 'Visual arts', 'Painting', 'Carving', 'Picture frame', 'Stock photography', 'Prophet', 'Antique', 'Relief']
26.jpg	iconography	['Painting', 'Poster', 'Icon', 'Art', 'Blessing']
i - 13.jpeg	iconography	['Art', 'History', 'Place of worship', 'Metal', 'Temple', 'Temple', 'Carving', 'Tradition', 'Fictional character', 'Ancient history']
112.jpeg	iconography	['Prophet', 'Art', 'Icon', 'Painting']
i - 328.jpeg	iconography	['Picture frame', 'Painting', 'Antique', 'Art', 'Still life', 'Shrine', 'Metal', 'Rectangle']
338.jpg	iconography	['Painting', 'Art', 'Icon', 'Visual arts', 'Prophet', 'Illustration']
i - 1374.jpeg	iconography	['Art', 'Cheek', 'Lady', 'Painting', 'Visual arts', 'Illustration', 'Modern art', 'Portrait', 'Drawing', 'Watercolor paint']
291.jpg	iconography	['Art', 'Mosaic', 'Religious item', 'Tapestry', 'Visual arts', 'Icon']
i - 879.jpeg	iconography	['Art', 'Painting', 'Miniature', 'Icon', 'Antique']
i - 76.jpeg	iconography	['Art', 'Painting', 'Picture frame', 'Miniature', 'Prophet', 'Portrait']
i - 1466.jpeg	iconography	['Picture frame', 'Painting', 'Art', 'Antique', 'Rectangle', 'Still life', 'Carving', 'Relief', 'Metal', 'Modern art']
i - 1013.jpeg	iconography	['Art', 'Painting', 'Visual arts']
i - 94.jpeg	iconography	['Art', 'Temple', 'Prophet', 'Portrait']
19.jpg	iconography	['Art', 'Painting', 'Visual arts', 'Collection', 'Icon']
672.jpg	iconography	['Painting', 'Architecture', 'Art', 'Picture frame', 'Arch', 'Shrine', 'Relief', 'Illustration']
i - 1512.jpeg	iconography	['Art', 'Picture frame']
i - 651.jpeg	iconography	['Art', 'Painting', 'Picture frame', 'Icon', 'Modern art', 'Visual arts', 'Illustration', 'Antique']
i - 1442.jpeg	iconography	['Metal', 'Fashion accessory', 'Brass', 'Relief', 'Rectangle', 'Leather', 'Art']
i - 118.jpeg	iconography	['Art', 'Icon', 'Temple', 'Prophet', 'Portrait', 'Place of worship']
i - 1324.jpeg	iconography	['Head', 'Art', 'Chin', 'Forehead', 'Mosaic', 'Facial hair', 'History', 'Prophet', 'Portrait', 'Ancient history']
i - 969.jpeg	iconography	['Art', 'Painting', 'Visual arts', 'History', 'Organism', 'Middle ages', 'Tapestry', 'Modern art', 'Mythology', 'Ancient history']
i - 343.jpeg	iconography	['Holy places', 'Art', 'Stock photography', 'Temple', 'History', 'Visual arts', 'Painting']
i - 1318.jpeg	iconography	['Brass', 'Furniture', 'Shrine', 'Antique', 'Metal', 'Picture frame']
i - 363.jpeg	iconography	['Painting', 'Art', 'Still life', 'Picture frame', 'Antique', 'History', 'Modern art', 'Textile', 'Relief', 'Miniature']
i - 1227.jpeg	iconography	['Holy places', 'Shrine', 'Picture frame', 'Arch', 'Altar', 'Architecture', 'Middle ages', 'Antique', 'Art', 'Cope']
i - 1345.jpeg	iconography	['Box', 'Metal', 'Carving', 'Bronze', 'Antique', 'Brass', 'Art']
i - 122.jpeg	iconography	['Art', 'Holy places', 'Painting', 'Portrait', 'Visual arts', 'Prophet', 'Icon', 'Modern art', 'History']
242.jpg	iconography	['Art', 'Icon', 'Poster', 'Painting']
615.jpg	iconography	['Art', 'Painting', 'Prophet', 'Mythology', 'History', 'Middle ages', 'High priest']
i - 88.jpeg	iconography	['Art', 'Tapestry', 'Painting', 'Religious item']
49.jpg	iconography	['Prophet', 'Icon', 'Art', 'Preacher']
662.jpg	iconography	['Art', 'Painting', 'Prophet', 'Icon']
i - 1306.jpeg	iconography	['Relief', 'Brass', 'Carving', 'Antique', 'Metal', 'Bronze', 'Stone carving', 'Silver', 'Art']
i - 1285.jpeg	iconography	['Art', 'Rectangle', 'Illustration', 'History', 'Painting']
i - 1216.jpeg	iconography	['Picture frame', 'Antique', 'Carving', 'Furniture', 'Metal', 'Art']
i - 667.jpeg	iconography	['Picture frame']
i - 18.jpeg	iconography	['Art', 'Picture frame', 'Mosaic', 'Relief', 'Stock photography', 'Prophet', 'Portrait']
i - 1265.jpeg	iconography	['Text', 'Picture frame', 'Art', 'Painting', 'Rectangle', 'Visual arts', 'Icon']
i - 1022.jpeg	iconography	['Art', 'Holy places', 'Painting', 'Picture frame', 'Prophet', 'Visual arts', 'Textile', 'Mosaic', 'Portrait', 'Tapestry']
i - 1111.jpeg	iconography	['Art', 'Relief', 'Carving', 'Stone carving', 'Prophet', 'Icon', 'History', 'Mosaic', 'Painting']
i - 776.jpeg	iconography	['Picture frame', 'Carving', 'Antique', 'Stock photography', 'Stone carving', 'Painting', 'Relief', 'Art', 'Rectangle']
i - 8.jpeg	iconography	['Art', 'Painting', 'Icon', 'Prophet', 'Visual arts']
i - 542.jpeg	iconography	['Painting', 'Art', 'Modern art', 'Wood', 'Still life', 'Antique']
29.jpg	iconography	['Art', 'Icon', 'Painting', 'Prophet', 'Pray', 'High priest']
i - 1438.jpeg	iconography	['Art', 'Prophet', 'Icon', 'Abbess']
i - 126.jpeg	iconography	['Painting', 'Art', 'Miniature', 'Icon', 'Illustration', 'Prophet', 'Modern art']
i - 450.jpeg	iconography	['Painting', 'Art', 'Miniature', 'Angel', 'Mythology', 'Fictional character', 'Icon', 'Supernatural creature']
213.jpg	iconography	['Painting', 'Art', 'Cheek', 'Watercolor paint', 'Visual arts', 'Illustration', 'Icon', 'Prophet', 'Portrait', 'Facial hair']
i - 1203.jpeg	iconography	['Art', 'Portrait', 'Painting', 'Icon', 'Prophet', 'Picture frame', 'High priest']
265.jpg	iconography	['Religious item', 'Painting', 'Art', 'Icon', 'Miniature']
i - 583.jpeg	iconography	['Relief', 'Carving', 'Art', 'Metal']
363.jpg	iconography	['Art', 'Painting', 'Textile', 'Tapestry', 'Picture frame', 'Miniature', 'Visual arts']
i - 747.jpeg	iconography	['Icon', 'Fashion accessory', 'Art']
i - 712.jpeg	iconography	['Forehead', 'Art']
337.jpg	iconography	['Art', 'Painting', 'Miniature', 'Prophet', 'Carving', 'Visual arts', 'Mosaic', 'Icon']
i - 434.jpeg	iconography	['Tapestry', 'Art', 'Textile', 'History', 'Antique', 'Painting', 'Ancient history', 'Mural', 'Collection']
5.jpg	iconography	['Guru', 'Forehead', 'Facial hair', 'Prophet', 'Preacher', 'Icon', 'Beard', 'Blessing', 'Religious item', 'High priest']
i - 1205.jpeg	iconography	['Art', 'Picture frame', 'Painting', 'History', 'Prophet', 'Icon', 'Miniature']
i - 24.jpeg	iconography	['Painting', 'Picture frame', 'Art', 'Portrait', 'Visual arts', 'Still life', 'Antique', 'Modern art', 'Artwork', 'Illustration']
406.jpg	iconography	['Painting', 'Art', 'Textile', 'History', 'Tapestry', 'Miniature', 'Middle ages', 'Prophet', 'Picture frame', 'Illustration']
i - 1493.jpeg	iconography	['Art', 'Wood', 'Relief']
i - 625.jpeg	iconography	['Art', 'Painting', 'Portrait', 'Prophet', 'Visual arts']
i - 1455.jpeg	iconography	['Art', 'Painting', 'Icon', 'Miniature', 'Prophet', 'Architecture', 'Illustration', 'Portrait', 'History', 'Modern art']
90.jpg	iconography	['Art', 'Prophet', 'Icon', 'Guru']
51 18.59.20.jpg	iconography	['Facial hair', 'Moustache', 'Beard', 'Forehead', 'Art', 'Poster', 'Prophet', 'Portrait', 'Icon', 'Painting']
i - 835.jpeg	iconography	['Art']
418.jpg	iconography	['Art', 'Painting', 'Prophet', 'Icon', 'Picture frame', 'Visual arts']
i - 860.jpeg	iconography	['Art', 'Portrait', 'Painting', 'Visual arts']
553.png	iconography	['Painting', 'Art', 'Visual arts']
471.jpg	iconography	['Holy places', 'Art', 'Painting', 'Visual arts', 'Textile', 'Temple', 'History', 'Stock photography', 'Middle ages', 'Carving']
i - 760.jpeg	iconography	['Wallet', 'Art', 'Fashion accessory']
i - 158.jpeg	iconography	['Yellow', 'Art', 'Icon', 'History', 'Metal']
i - 454.jpeg	iconography	['Antique', 'Figurine', 'Picture frame', 'Miniature', 'Art', 'Icon', 'Middle ages', 'History']
336.jpg	iconography	['Painting', 'Art', 'Prophet', 'Visual arts']
61.jpg	iconography	['Art', 'Painting', 'Visual arts', 'Tapestry', 'Textile']
i - 491.jpeg	iconography	['Brass', 'Antique', 'Metal', 'Bronze']
i - 657.jpeg	iconography	['Art', 'Icon', 'Illustration', 'Money', 'Prophet']
422.jpg	iconography	['Art', 'Poster', 'Painting', 'Illustration', 'Icon', 'Prophet']
59.jpg	iconography	['Holy places', 'Art', 'Painting', 'Visual arts', 'Stock photography', 'Icon', 'Portrait', 'Picture frame']
i - 321.jpeg	iconography	['Art', 'Painting', 'Picture frame', 'Visual arts', 'Prophet']
i - 940.jpeg	iconography	['Painting', 'Art', 'Portrait']
i - 227.jpeg	iconography	['Picture frame', 'Painting', 'Art', 'Modern art', 'Visual arts', 'Illustration', 'Icon', 'Square']
127.jpg	iconography	['Painting', 'Picture frame', 'Art', 'Collection', 'Visual arts', 'Portrait', 'Antique', 'Icon', 'Stock photography', 'History']
i - 1183.jpeg	iconography	['Art', 'Prophet', 'History', 'Glass', 'Temple', 'Icon', 'Statue', 'Ancient history']
i - 452.jpeg	iconography	['Painting', 'Art', 'Picture frame', 'Modern art', 'Visual arts', 'Miniature']
146 18.59.20.jpg	iconography	['Visual arts', 'Art', 'Icon']
i - 400.jpeg	iconography	['Painting', 'Picture frame', 'Art', 'Visual arts', 'Still life', 'Antique', 'Modern art', 'Artwork']
i - 695.jpeg	iconography	['Picture frame', 'Architecture', 'Brass', 'Arch', 'Antique', 'Portrait', 'Metal', 'Art']
2669_mainfoto_05.jpg	iconography	['Painting', 'Art', 'Textile', 'Tapestry', 'Miniature', 'History', 'Middle ages', 'Mythology', 'Collection']
97.jpg	iconography	['Text', 'Cheek', 'Forehead', 'Icon', 'Art', 'Font', 'Illustration']
i - 509.jpeg	iconography	['Holy places', 'Art', 'Picture frame', 'Painting', 'Icon', 'Prophet', 'Stock photography', 'Visual arts']
i - 702.jpeg	iconography	['Art', 'Collection', 'Antique', 'History', 'Painting', 'Textile', 'Furniture', 'Shrine', 'Tapestry', 'Visual arts']
i - 933.jpeg	iconography	['Relief', 'Art', 'Carving', 'Stone carving', 'Statue', 'Antique', 'Metal', 'Artwork', 'Picture frame']
i - 427.jpeg	iconography	['Picture frame', 'Antique', 'Brass', 'Wood', 'Still life', 'Rectangle', 'Art']
i - 290.jpeg	iconography	['Picture frame', 'Art', 'Antique', 'Portrait']
i - 610.jpeg	iconography	['Art', 'Icon', 'Prophet', 'History', 'Painting', 'Picture frame']
698.jpg	iconography	['Painting', 'Art', 'Icon', 'Prophet', 'Portrait']
i - 1383.jpeg	iconography	['Head', 'Turquoise', 'Forehead', 'Mosaic', 'Art', 'Textile', 'Visual arts', 'Turquoise', 'Illustration', 'Glass']
37.jpg	iconography	['Picture frame', 'Icon', 'Prophet', 'Painting', 'Art']
719.jpg	iconography	['Painting', 'Icon', 'Prophet', 'Art', 'Illustration']
191 18.59.20.jpg	iconography	['Art', 'Painting', 'Icon', 'Visual arts', 'Picture frame', 'Illustration', 'Stock photography']
i - 302.jpeg	iconography	['Text', 'Art', 'Icon', 'Painting', 'History', 'Picture frame', 'Stock photography', 'Prophet', 'Middle ages']
i - 210.jpeg	iconography	['Art', 'Painting', 'Icon', 'Illustration']
i - 986.jpeg	iconography	['Brass', 'Metal', 'Art', 'Antique', 'Relief', 'History', 'Artifact', 'Bronze', 'Gold']
i - 239.jpeg	iconography	['Art']
627.jpg	iconography	['Painting', 'Cope', 'High priest', 'Art', 'Middle ages', 'Miniature']
530.jpg	iconography	['Lady', 'Stone carving', 'Carving', 'Eye', 'Art', 'Sculpture', 'Close-up', 'Lip', 'Statue', 'Headgear']
102.jpg	iconography	['Painting', 'Icon', 'Miniature', 'Art', 'Prophet']
i - 82.jpeg	iconography	['Shrine', 'Carving', 'Art', 'Antique', 'Furniture', 'Textile', 'Stone carving', 'History', 'Picture frame', 'Tapestry']
476.jpg	iconography	['Art']
i - 1073 20.26.19.jpeg	iconography	['Art', 'Picture frame', 'Painting', 'History', 'Icon', 'Visual arts', 'Antique', 'Middle ages', 'Modern art']
286.jpg	iconography	['Art', 'Religious institute', 'Prophet']
i - 313.jpeg	iconography	['Collection', 'Art', 'Antique', 'Textile', 'Tapestry', 'Modern art', 'Visual arts', 'Painting']
i - 482.jpeg	iconography	['Holy places', 'Art', 'Picture frame', 'Antique', 'Icon']
i - 821.jpeg	iconography	['Art', 'Carving', 'Relief', 'Miniature', 'Mosaic', 'Prophet', 'History', 'Tapestry', 'Antique', 'Middle ages']
451.jpg	iconography	['Painting', 'Art', 'Architecture', 'Fictional character', 'Illustration']
586.jpg	iconography	['Religious item', 'Blessing', 'Miniature', 'Painting', 'Art', 'History', 'Prophet', 'Icon', 'High priest', 'Middle ages']
i - 889.jpeg	iconography	['Painting', 'Art', 'Font', 'Modern art', 'Visual arts', 'Still life', 'Illustration', 'History']
86.jpg	iconography	['Art', 'Painting', 'Icon', 'Prophet', 'Miniature']
i - 1559.jpeg	iconography	['Art', 'Painting', 'Textile', 'History', 'Collection', 'Visual arts', 'Middle ages', 'Ancient history', 'Shrine', 'Modern art']
i - 123.jpeg	iconography	['Art', 'Religious item', 'Painting', 'Icon', 'Visual arts', 'Antique', 'Picture frame']
i - 453.jpeg	iconography	['Art', 'Shrine', 'Religious item', 'Place of worship', 'Portrait', 'Chapel', 'Cross', 'Painting', 'Church']
79 18.59.20.jpg	iconography	['Art', 'Picture frame', 'Painting', 'Collection', 'Miniature', 'Icon', 'Visual arts']
i - 461 20.26.19.jpeg	iconography	['Painting', 'Picture frame', 'Art', 'Visual arts', 'Portrait', 'Antique', 'Miniature', 'Prophet', 'Icon', 'Illustration']
i - 1282.jpeg	iconography	['Art', 'Prophet', 'Icon', 'Painting', 'Visual arts']
i - 1397.jpeg	iconography	['Holy places', 'Art', 'Painting', 'Prophet', 'Icon', 'Portrait', 'Religious item', 'Picture frame']
i - 291.jpeg	iconography	['Painting', 'Art', 'Modern art', 'Visual arts', 'Icon', 'Watercolor paint', 'Illustration']
i - 1394.jpeg	iconography	['Holy places', 'Prophet', 'Art', 'Cope', 'High priest', 'Vestment', 'Place of worship', 'Shrine']
i - 765.jpeg	iconography	['Art', 'Painting', 'Portrait', 'Visual arts', 'Picture frame', 'Modern art']
i - 1511.jpeg	iconography	['Portrait', 'Painting', 'Self-portrait', 'Art', 'Gentleman']
i - 691.jpeg	iconography	['Collection', 'Art', 'History', 'Miniature']
578.jpg	iconography	['Miniature', 'Art', 'History', 'Middle ages', 'Icon', 'Prophet', 'Painting', 'Nativity scene']
358.jpg	iconography	['Art', 'Painting', 'Visual arts', 'Prophet', 'Icon']
i - 1429.jpeg	iconography	['Art', 'Prophet', 'Miniature', 'History', 'Painting', 'Icon', 'Paper product', 'High priest']
251.jpg	iconography	['Painting', 'Art', 'Visual arts', 'Miniature', 'Picture frame', 'Prophet']
644.jpg	iconography	['Art', 'Tapestry', 'Painting', 'Textile', 'Prophet', 'Miniature', 'History', 'Mythology', 'Stock photography', 'Middle ages']
i - 1210.jpeg	iconography	['Painting', 'Picture frame', 'Holy places', 'Art', 'Visual arts', 'Antique', 'Miniature', 'Modern art', 'Still life', 'Artwork']
160.jpeg	iconography	['Art', 'Prophet', 'Icon', 'High priest', 'Painting']
478.jpg	iconography	['Holy places', 'Art', 'Prophet', 'Icon', 'High priest']
i - 268.jpeg	iconography	['Holy places', 'Art', 'Furniture', 'Tapestry', 'Antique', 'Wood stain', 'Textile', 'Wood', 'History', 'Ancient history']
i - 21.jpeg	iconography	['Relief', 'Stone carving', 'Art', 'Carving', 'Bronze', 'Metal', 'Picture frame', 'Brass', 'Artifact']
i - 1266.jpeg	iconography	['Facial hair', 'Moustache', 'Art', 'Forehead', 'Beard', 'Portrait', 'Painting', 'Icon', 'Illustration', 'Rectangle']
174.jpg	iconography	['Picture frame', 'Art', 'Prophet', 'Religious item', 'Icon', 'Furniture', 'Miniature', 'History']
i - 1262.jpeg	iconography	['Art', 'Illustration', 'Still life', 'Visual arts', 'Mural', 'Painting']
i - 105.jpeg	iconography	['Art', 'Painting', 'Portrait', 'Self-portrait', 'Tapestry', 'Picture frame', 'Prophet', 'Icon', 'Stock photography', 'Modern art']
583.jpg	iconography	['Art', 'Painting', 'Icon', 'Prophet', 'Middle ages', 'Visual arts', 'History', 'Illustration']
i - 155.jpeg	iconography	['Picture frame', 'Painting', 'Art', 'Collection', 'Modern art']
137.jpg	iconography	['Relief', 'Stone carving', 'Art', 'Picture frame', 'Carving', 'Painting', 'Mythology', 'Stock photography', 'Antique', 'Visual arts']
7.jpg	iconography	['Facial hair', 'Forehead', 'Art', 'Icon', 'Prophet', 'Religious item', 'Beard', 'History', 'Guru']
744.jpg	iconography	['Art', 'Picture frame', 'Painting', 'Visual arts', 'Icon', 'Prophet', 'Carving']
456.jpg	iconography	['Picture frame', 'Art', 'Painting', 'Visual arts', 'Portrait', 'Icon', 'Relief']
i - 1313.jpeg	iconography	['Head', 'Portrait', 'Painting', 'Art', 'Cheek', 'Chin', 'Forehead', 'Visual arts', 'Picture frame', 'Modern art']
551.jpg	iconography	['Painting', 'Art', 'Poster', 'Miniature', 'Modern art', 'Visual arts', 'Illustration', 'Tapestry', 'Mythology']
i - 633.jpeg	iconography	['Art', 'Icon', 'Prophet', 'History', 'Visual arts', 'High priest', 'Painting', 'Portrait', 'Middle ages', 'Miniature']
i - 1470.jpeg	iconography	['Portrait', 'Art', 'Painting', 'Icon', 'Still life', 'Self-portrait', 'Modern art', 'Visual arts', 'Collection']
i - 1373.jpeg	iconography	['Painting', 'Art', 'Picture frame', 'Visual arts', 'Icon', 'Portrait']
i - 593.jpeg	iconography	['Holy places', 'Art', 'Carving', 'Painting', 'Shrine', 'Antique', 'Picture frame', 'Visual arts', 'Temple', 'Place of worship']
520.jpg	iconography	['Art', 'Painting', 'Picture frame', 'Miniature', 'Visual arts', 'Guru', 'Icon']
i - 170.jpeg	iconography	['Painting', 'Art', 'Picture frame', 'Icon', 'Visual arts', 'Modern art', 'Portrait', 'Miniature', 'Prophet', 'Still life']
i - 445.jpeg	iconography	['Art', 'History', 'Collection', 'Painting', 'Miniature', 'Textile', 'Middle ages', 'Picture frame', 'Tapestry', 'Antique']
i - 956.jpeg	iconography	['Art', 'Icon']
i - 305.jpeg	iconography	['Antique', 'Art', 'Metal']
i - 813.jpeg	iconography	['Picture frame', 'Antique', 'Carving', 'Relief', 'Art', 'Metal', 'Shrine']
i - 374.jpeg	iconography	['Painting', 'Picture frame', 'Art', 'Miniature', 'Visual arts', 'Modern art', 'Icon', 'Illustration', 'Still life', 'Antique']
i - 1388.jpeg	iconography	['Antique']
i - 1028.jpeg	iconography	['Painting', 'Art', 'Modern art', 'Illustration', 'Portrait', 'Visual arts', 'Self-portrait', 'Icon']
i - 51 20.26.19.jpeg	iconography	['Holy places', 'Art', 'Painting', 'Visual arts', 'Illustration', 'Icon', 'Mural', 'Prophet', 'Portrait', 'Drawing']
i - 810.jpeg	iconography	['Art', 'Painting', 'Prophet', 'Miniature', 'Icon', 'Picture frame', 'History']
588.jpg	iconography	['Text', 'Art', 'History', 'Icon', 'Visual arts', 'Prophet', 'Miniature', 'Middle ages', 'Painting', 'Illustration']
i - 446.jpeg	iconography	['Holy places', 'Art', 'History', 'Middle ages', 'Relief', 'Antique', 'Prophet']
i - 571.jpeg	iconography	['Relief', 'Metal', 'Brass', 'Antique', 'Art', 'Bronze']
i - 937.jpeg	iconography	['Facial hair', 'Art', 'Beard', 'Antique', 'Icon']
392.jpg	iconography	['Art', 'Icon', 'Prophet', 'Painting', 'Miniature', 'History']
i - 1278.jpeg	iconography	['Picture frame', 'Rectangle', 'Stock photography', 'Icon']
326.jpg	iconography	['Art', 'Painting', 'Poster', 'Stock photography', 'Icon', 'Prophet', 'Portrait', 'Illustration']
3148_mainfoto_05.jpg	iconography	['Tapestry', 'Art', 'Textile', 'Painting', 'Poster', 'Fictional character']
i - 977.jpeg	iconography	['Painting', 'Art', 'Picture frame', 'Prophet', 'Modern art', 'Icon', 'Pray', 'Portrait']
i - 1009.jpeg	iconography	['Art', 'Carving', 'Hand', 'Relief']
i - 720.jpeg	iconography	['Relief', 'Picture frame', 'Art', 'Painting', 'Visual arts', 'Carving', 'Prophet', 'Bronze sculpture']
i - 178.jpeg	iconography	['Relief', 'Art', 'Carving', 'Stone carving', 'Artifact', 'Religious item', 'Icon']
i - 1082.jpeg	iconography	['Picture frame', 'Painting', 'Holy places', 'Art', 'Antique', 'Visual arts', 'Carving', 'Still life', 'Miniature', 'Relief']
i - 1244.jpeg	iconography	['Picture frame', 'Art', 'Antique', 'Brass', 'Bronze', 'Relief', 'Metal', 'Painting', 'Bronze sculpture']
i - 1508.jpeg	iconography	['Art', 'Illustration', 'Icon']
i - 574.jpeg	iconography	['Picture frame', 'Painting', 'Art', 'Portrait', 'Antique', 'Modern art', 'Still life', 'Visual arts']
i - 1401.jpeg	iconography	['Relief', 'Religious item', 'Art', 'Picture frame', 'Prophet', 'Icon', 'Carving', 'Stone carving']
i - 683.jpeg	iconography	['Religious item', 'Holy places', 'Art', 'Shrine', 'Place of worship', 'History', 'Nativity scene', 'Middle ages', 'Painting', 'Miniature']
564.jpg	iconography	['Illustration', 'Fictional character', 'Art']
i - 676.jpeg	iconography	['Painting', 'Art', 'Picture frame', 'Icon', 'Miniature', 'Prophet', 'Still life', 'Illustration']
31.jpg	iconography	['Painting', 'Prophet', 'Art', 'Religious item', 'Blessing', 'High priest', 'Patriarch', 'Icon', 'Convent']
i - 1525.jpeg	iconography	['Portrait', 'Painting', 'Art', 'Self-portrait', 'Picture frame', 'Icon', 'Prophet', 'Visual arts', 'Still life']
i - 107.jpeg	iconography	['Art', 'Painting', 'Picture frame', 'Visual arts', 'Portrait', 'Modern art', 'Icon', 'History', 'Antique']
i - 1047.jpeg	iconography	['Picture frame', 'Art', 'Portrait', 'Painting']
203.jpg	iconography	['Art', 'Prophet', 'Icon', 'Painting']
i - 315.jpeg	iconography	['Picture frame', 'Art', 'Antique', 'Metal', 'Rectangle']
477.jpg	iconography	['Art', 'Religious item', 'Holy places', 'Painting', 'Middle ages', 'History', 'Miniature', 'Prophet', 'Textile', 'Mythology']
610.jpg	iconography	['Painting', 'Art', 'Visual arts', 'Modern art', 'Prophet', 'Portrait']
i - 1465.jpeg	iconography	['Antique', 'Picture frame', 'Art', 'Carving', 'Sporting Group', 'Still life', 'Furniture', 'Metal']
i - 1065.jpeg	iconography	['Portrait', 'Art', 'Painting', 'History', 'Temple', 'Elder', 'Guru']
i - 999.jpeg	iconography	['Art', 'Prophet', 'Picture frame', 'Religious item', 'Icon', 'Painting']
i - 1366.jpeg	iconography	['Painting', 'Icon', 'Art', 'Miniature', 'Prophet']
i - 1080.jpeg	iconography	['Holy places', 'Art', 'Painting', 'Collection', 'Picture frame', 'Icon', 'Stock photography', 'History', 'Middle ages', 'Prophet']
